
name,price,pulish,commit
"数据科学导论 [美]戴维·谢伦(Davy Cielen),亚诺 D.B. 梅",46.40,智胜图书专营店,0
跟老齐学,55.10,智胜图书专营店,0
核心编程(XX版) [美]Wesley J.Chun,70.10,典则俊雅图书专营店,0
正版L ,39.00,恒久图书专营店,1
正版 ,79.00,恒久图书专营店,0
正版 ,59.80,恒久图书专营店,4
正版 ,89.00,恒久图书专营店,0
正版 ,99.00,恒久图书专营店,2
正版 ,105.00,恒久图书专营店,0
正版 自学,66.60,世纪书缘专营店,0
正版 ,40.10,世纪书缘专营店,0
正版 ,66.60,世纪书缘专营店,0
正版 11招玩转网络安全 用,58.80,世纪书缘专营店,0
正版 ,51.00,世纪书缘专营店,0
图解算法(使用,35.77,博库网旗舰店,0
从零开始学,46.02,博库网旗舰店,0
精通,46.02,博库网旗舰店,0
零起点,39.53,博库网旗舰店,0
正版 玩转Django 2.0 ,53.00,布克专营店,0
正版 ,60.30,布克专营店,0
正版 ,89.10,布克专营店,0
包邮 ,69.90,布克专营店,0
包邮 ,81.90,布克专营店,0
正版 ,39.20,布克专营店,0
包邮 从零开始学,62.60,布克专营店,0
正版 我的,53.00,布克专营店,0
正版 ,38.60,布克专营店,0
高性能 第2版 ,42.50,蓝墨水图书专营店,5
包邮 ,44.90,兰兴达图书专营店,0
+Spark 2 0+Hadoop机器学习与大数据实战,67.30,兰兴达图书专营店,1
包邮 ,39.90,兰兴达图书专营店,2
包邮  实用机器学习 ,55.90,兰兴达图书专营店,1
【正版包邮】,66.60,蓝墨水图书专营店,10+
包邮 ,78.00,蓝墨水图书专营店,4
包邮 ,60.50,兰兴达图书专营店,1
3学习笔记(上卷),64.08,木垛图书旗舰店,0
从零开始学,61.62,木垛图书旗舰店,0
精通,42.00,蓝墨水图书专营店,20+
利用,73.60,蓝墨水图书专营店,0
包邮,101.50,蓝墨水图书专营店,0
小程序 巧应用 微信小程序开发实战+从,79.80,蓝墨水图书专营店,1
包邮 程序员学,102.80,蓝墨水图书专营店,0
【扫码看视频】,72.80,蓝墨水图书专营店,0
网络爬虫实战 第2版 胡松涛 基于,49.80,蓝墨水图书专营店,0
极客项目编程 ,49.50,蓝墨水图书专营店,2
程序员学,62.60,蓝墨水图书专营店,0
【正版包邮】,52.80,蓝墨水图书专营店,0
数据科学实践指南 ,42.50,蓝墨水图书专营店,0
机器学习实践:测试驱动的开发方法 ,42.20,蓝墨水图书专营店,0
正版 ,89.10,弗洛拉图书专营店,0
包邮 ,81.90,弗洛拉图书专营店,0
包邮 ,48.70,兰兴达图书专营店,0
 3.6零基础入门与实战 ,41.00,兰兴达图书专营店,0
编程-从入门到实践 从基本概念到完整项目开发 机器学习 数据处理 编程语言程序设计,73.00,实验图书专营店,0
编程快速上手 让繁琐工作自动化 ,52.80,实验图书专营店,0
物理学高效计算,77.22,木垛图书旗舰店,0
基础教程(第3版)/图灵程序设计丛书,73.91,木垛图书旗舰店,0
数据分析实战/数据分析与决策技术丛书,61.62,木垛图书旗舰店,0
精通,46.02,木垛图书旗舰店,0
程序设计(企业级卓越人才培养解决方案十三五规划教材),35.77,木垛图书旗舰店,0
包邮量化金融投资及其,101.80,蓝墨水图书专营店,0
机器人系统设计与制作：,96.00,蓝墨水图书专营店,5
包邮,99.80,蓝墨水图书专营店,0
包邮 ,95.00,蓝墨水图书专营店,4
包邮 小程序 巧应用 微信小程序开发实战 第2版+从,88.00,蓝墨水图书专营店,0
包邮,59.00,蓝墨水图书专营店,7
全栈数据工程师养成攻略 视频讲解版 ,42.60,蓝墨水图书专营店,10+
【正版包邮】深度学习 基于Kreas的,46.80,蓝墨水图书专营店,0
正版 跟老齐学,61.80,弗洛拉图书专营店,0
正版 ,37.90,弗洛拉图书专营店,0
正版 ,54.40,弗洛拉图书专营店,0
正版 Flask Web开发 基于,53.00,弗洛拉图书专营店,0
包邮 ,50.90,弗洛拉图书专营店,0
正版 ,36.70,弗洛拉图书专营店,0
正版 数据科学导论 ,47.60,弗洛拉图书专营店,0
正版 21天学通,47.60,弗洛拉图书专营店,0
包邮 中学生可以这样学,33.30,弗洛拉图书专营店,0
Selenium自动化测试之道 基于,35.50,蓝墨水图书专营店,4
面向机器智能的TensorFlow实践 Google深度学习框架 ,50.00,蓝墨水图书专营店,5
包邮自然语言处理理论与实战+精通,102.80,蓝墨水图书专营店,0
包邮 深度学习入门 基于,102.80,蓝墨水图书专营店,0
包邮Flask Web开发 基于,102.80,蓝墨水图书专营店,0
包邮  OpenCV 3计算机视觉 ,92.80,蓝墨水图书专营店,0
包邮 ,102.00,蓝墨水图书专营店,0
从零开始学,93.80,蓝墨水图书专营店,0
解析,36.80,蓝墨水图书专营店,0
程序设计教程 范建农 高中计算机信息技术课程改革专业教材书籍教程,28.20,蓝墨水图书专营店,0
包邮 ,53.00,弗洛拉图书专营店,0
正版 从零开始学,49.60,弗洛拉图书专营店,0
包邮 ,47.60,弗洛拉图书专营店,0
正版  ,45.80,弗洛拉图书专营店,0
正版 ,31.40,弗洛拉图书专营店,0
毫无障碍学,44.66,土星图书专营店,0
机器学习 预测分析核心算法 人工智能深度学习参考书,49.30,华心图书专营店,0
零基础学,59.00,华心图书专营店,1
数据分析：基于Plotly的动态可视化绘图,59.00,华心图书专营店,0
计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材,49.30,华心图书专营店,0
零基础入门学习,38.10,华心图书专营店,1
数字信号处理应用 ,33.60,华心图书专营店,0
自动化平台测试开发：,51.00,人天图书专营店,0
语言及其应用 ,77.42,书虫图书专营店,0
区域包邮 ,88.30,蓝墨水图书专营店,0
包邮 Web接口开发与自动化测试——基于,88.00,蓝墨水图书专营店,3
 3.0科学计算指南 ,48.80,蓝墨水图书专营店,0
机器学习 ,42.50,蓝墨水图书专营店,5
物理建模初学者指南,42.20,蓝墨水图书专营店,5
包邮 ,53.00,弗洛拉图书专营店,0
包邮 ,57.50,弗洛拉图书专营店,0
正版 自动化平台测试开发：,54.40,弗洛拉图书专营店,0
包邮 预测分析：,46.50,弗洛拉图书专营店,0
精通,80.00,蓝墨水图书专营店,2
数据可视化之matplotlib实践 数据分析 从入门到实战系列 编程,46.00,书虫图书专营店,0
 3.5从零开始学  ,45.00,书虫图书专营店,0
数字信号处理应用 ,44.10,书虫图书专营店,0
"包邮 ""笨办法""学",40.90,弗洛拉图书专营店,0
算法教程 ,53.82,友杰图书专营店,0
正版 ,61.80,弗洛拉图书专营店,2
包邮用,102.80,蓝墨水图书专营店,0
包邮BBCmicro bit官方学习指南+micro bit 入门指南 ,85.80,蓝墨水图书专营店,0
包邮 零起点,75.00,蓝墨水图书专营店,3
包邮 趣学JavaScript——教孩子学编程+趣学,87.50,蓝墨水图书专营店,0
面向对象编程指南 ,50.30,蓝墨水图书专营店,3
包邮 全栈数据之门 ,59.30,蓝墨水图书专营店,10+
程序设计（第2版）/高等院校信息技术规划教材,37.60,蓝墨水图书专营店,1
正版 数据结构与算法 ,87.60,弗洛拉图书专营店,0
包邮  ,50.90,弗洛拉图书专营店,10+
正版 ,69.20,弗洛拉图书专营店,0
数据结构 ,34.50,友杰图书专营店,0
包邮 软件架构：,62.60,弗洛拉图书专营店,0
正版 趣学,45.80,弗洛拉图书专营店,0
正版 机器人,47.00,弗洛拉图书专营店,0
正版 语料库与,45.10,弗洛拉图书专营店,0
正版 ,44.25,弗洛拉图书专营店,0
正版 深度学习 基于,36.70,弗洛拉图书专营店,0
正版 ,31.50,弗洛拉图书专营店,0
网络数据采集 米切尔,46.02,友杰图书专营店,0
程序员学,49.00,华心图书专营店,0
精通,32.50,华心图书专营店,0
机器人,44.10,华心图书专营店,0
树莓派,49.30,华心图书专营店,0
自然语言处理实战：核心技术与算法,51.60,华心图书专营店,0
跟老齐学,51.00,人天图书专营店,0
语言程序设计,57.70,人天图书专营店,0
正版 从零开始学,64.20,恒久图书专营店,0
 程序设计基础实战教程,37.80,人天图书专营店,0
学习手册(第4版),94.01,北方文艺出版社图书旗舰店,0
正版 ,31.20,北京清赢博雅图书专营店,5
数据可视化编程实战 第2版 计算机类 软件开发 ,50.90,书虫图书专营店,0
编程(第四版) 9787512355309 Mark Lutz,124.70,友建盛达图书专营店,0
机器学习入门(影印版) 9787564169060 (美)安德烈亚斯·穆勒莎拉,56.10,友建盛达图书专营店,0
自然语言处理 9787111606703 印度] 雅兰·萨纳卡(Jalaj T,49.80,友建盛达图书专营店,0
Effective ,37.20,友建盛达图书专营店,0
零起点,73.30,电子工业出版社官方旗舰店,0
正版现货 ,56.10,北京京广博图书图书专营店,0
绝技：运用,58.50,电子工业出版社官方旗舰店,0
绝技：运用,52.90,中颐图书专营店,0
数据可视化 9787111560906,46.20,中颐图书专营店,0
程序设计教程 9787302457862,46.00,中颐图书专营店,0
Selenium 2自动化测试实战——基于,40.10,中颐图书专营店,0
数据结构(,55.20,涟水新华图书专营店,0
核心编程(第3版),79.20,泗阳新华书店图书专营店,0
 Web开发实战 董伟明,83.40,典则俊雅图书专营店,0
 Qt GUI快速编程:PyQt编程指南 畅销书籍 计算机 正版,62.80,智胜图书专营店,0
黑帽子 黑客与渗透测试编程之道 ,53.90,书虫图书专营店,0
语言在Abaqus中的应用 计算机 网络 程序设计 ,38.80,书虫图书专营店,0
正版 自学,61.00,恒久图书专营店,0
正版L 精通,29.40,恒久图书专营店,3
Java从入门到精通+C语言从入门到精通+,170.50,润知天下图书专营店,0
人民邮电 编程超有趣：奇妙,34.50,上海书城旗舰店,0
从菜鸟到高手,110.08,泰州新华书店图书专营店,0
程序设计,31.60,昆山新华书店图书专营店,0
量化交易之路-用,66.75,赣榆新华书店图书专营店,0
 Cookbook中文版(第3版),86.40,阜宁新华书店图书专营店,0
数据科学实战手册(R+,47.20,涟水新华图书专营店,0
"学习手册 畅销书籍 计算机 正版 鲁特兹,李军,刘红伟",94.80,智胜图书专营店,0
入门经典 畅销书籍 计算机 正版,31.60,智胜图书专营店,0
"3程序开发指南(XX版,修订版) 畅销书籍 计算机 正版",54.40,智胜图书专营店,0
 数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯,77.70,典则俊雅图书专营店,0
"数据科学导论 [美]戴维·谢伦(Davy Cielen),亚诺 D.B. 梅",48.50,典则俊雅图书专营店,0
Web接口开发与自动化测试:基于,47.40,智胜图书专营店,0
零起点,81.20,智胜图书专营店,0
机器学习算法 赵志勇 著 网络技术 电子工业出版社 9787121313196,55.10,智胜图书专营店,0
零基础入门学习,39.80,友杰图书专营店,0
微控制器编程从零开始 使用Micro,39.20,书虫图书专营店,0
硬件编程实战 畅销书籍 计算机 正版 李茂,40.20,智胜图书专营店,0
虫术——,72.27,泰州新华书店图书专营店,0
机器学习 9787111558804,61.60,中颐图书专营店,0
利用,60.50,中颐图书专营店,1
与量化投资：从基础到实战 9787121338571 王小川等,62.40,友建盛达图书专营店,0
 3爬虫、数据清洗与可视化实战 9787121333590 零一、韩要宾、黄园,30.90,友建盛达图书专营店,0
自动化运维:技术与佳实践 9787111483069 刘天斯,43.50,友建盛达图书专营店,0
核心编程 第3版,74.60,北京京广博图书图书专营店,0
量化投资 以,72.50,北京京广博图书图书专营店,0
现货 ,56.10,北京京广博图书图书专营店,0
数据挖掘入门与实践 [澳] Robert Layton,47.30,典则俊雅图书专营店,0
数据分析实战 【意】内利(Fabio Nelli),47.30,典则俊雅图书专营店,0
跟老齐学,47.90,典则俊雅图书专营店,0
零起点 ,47.90,典则俊雅图书专营店,0
机器人 ,47.40,典则俊雅图书专营店,1
 Linux系统管理与自动化运维 赖明星,71.90,典则俊雅图书专营店,0
LINUX系统管理与自动化运维 畅销书籍 计算机 正版,71.40,智胜图书专营店,0
程序设计 第3版 ,49.50,蓝墨水图书专营店,10+
全新正版书籍 ,69.00,恒久图书专营店,0
正版 ,119.00,恒久图书专营店,0
正版 虫术 ,99.00,恒久图书专营店,0
正版 ,51.00,世纪书缘专营店,0
正版 ,58.10,世纪书缘专营店,0
程序设计第一课,35.77,土星图书专营店,0
Head First ,89.69,博库网旗舰店,0
正版 语料库与,45.10,布克专营店,0
程序设计案例课堂,53.13,昆山新华书店图书专营店,0
流畅的,118.15,泰州新华书店图书专营店,0
入门经典书籍 套装2册 零基础学,140.00,江西赣江图书专营店,0
自动化运维 新华正版,56.60,典则俊雅图书专营店,0
贝叶斯思维:统计建模的,39.20,智胜图书专营店,0
图解算法(使用,35.77,淘乐思图书专营店,0
趣味编程10例(STEAM &创客教育趣学指南)/达人迷,59.20,木垛图书旗舰店,0
正版 ,49.00,恒久图书专营店,0
全新正版书籍 贝叶斯思维 统计建模的,49.00,恒久图书专营店,0
正版 ,59.00,恒久图书专营店,0
正版 Flask Web开发 基于,69.00,恒久图书专营店,0
全新正版书籍 跟老齐学,69.00,恒久图书专营店,0
流畅的,101.47,博库网旗舰店,2
基础教程(第3版)/图灵程序设计丛书,73.91,博库网旗舰店,1
软件架构(,61.62,博库网旗舰店,0
程序员面试算法宝典,50.70,博库网旗舰店,0
高性能(第2版)/图灵程序设计丛书,46.02,博库网旗舰店,0
面向对象编程指南 新华正版,62.40,典则俊雅图书专营店,0
 密码学编程 [美] Al Sweigart 斯维加特,54.90,典则俊雅图书专营店,0
流畅的,108.10,典则俊雅图书专营店,0
参考手册(第4版·修订版) 畅销书籍 计算机 正版 [美]大卫 M.比兹利(D,69.60,智胜图书专营店,0
零起点,47.40,智胜图书专营店,0
语料库与,44.10,人天图书专营店,0
全新正版书籍 Abaqus GUI程序开发指南 ,59.00,恒久图书专营店,0
全新正版书籍 ,69.00,恒久图书专营店,0
带我起飞——入门、进阶、商业实战,58.50,电子工业出版社官方旗舰店,0
零基础入门学习,41.10,淘乐思图书专营店,0
数据处理,79.20,阜宁新华书店图书专营店,0
零基础入门学习,40.10,涟水新华图书专营店,0
"计算机视觉编程 畅销书籍 正版 [美]Jan Erik Solem,朱文涛",54.40,智胜图书专营店,0
" 3程序开发指南(XX版 修订版) [美]萨默菲尔德,王弘博,孙传庆",54.90,典则俊雅图书专营店,0
趣学,46.80,智胜图书专营店,0
Maya ,62.50,典则俊雅图书专营店,0
教孩子学编程 ,47.30,典则俊雅图书专营店,0
树莓派,54.40,智胜图书专营店,0
学习从入门到实践,38.88,涟水新华图书专营店,0
从零开始学,42.20,蓝墨水图书专营店,4
机器人,41.50,蓝墨水图书专营店,9
基于,48.80,蓝墨水图书专营店,0
核心编程 第3版 9787115414779 [美]卫斯理 春(Wesley,62.40,友建盛达图书专营店,0
新店优惠 ,80.80,北京京广博图书图书专营店,0
跟老齐学,55.60,典则俊雅图书专营店,0
机器学习系统设计:,48.00,智胜图书专营店,0
